date,project,site_no,elev_ft
2020-06-11,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,832.14
2020-06-12,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,832.26
2020-06-13,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,832.35
2020-06-14,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,832.41
2020-06-15,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,832.43
2020-06-16,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,832.8
2020-06-17,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,833.16
2020-06-22,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,832.3
2020-06-23,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,832.3
2020-06-24,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,832.23
2020-06-25,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,832.21
2020-06-26,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,832.16
2020-06-27,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,832.14
2020-06-28,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,832.13
2020-06-29,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,832.13
2020-06-30,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,832.1
2020-07-01,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,832.09
2020-07-02,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,832.09
2020-07-03,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,832.09
2020-07-04,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,832.08
2020-07-05,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,832.06
2020-07-06,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,832.06
2020-07-07,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,832.06
2020-07-08,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,832.06
2020-07-09,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,832.05
2020-07-10,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,832.03
2020-07-11,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,832.01
2020-07-12,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,831.98
2020-07-13,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,831.95
2020-07-14,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,831.91
2020-07-15,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,831.86
2020-07-16,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,831.82
2020-07-17,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,831.77
2020-07-18,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,831.71
2020-07-19,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,831.66
2020-07-20,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,831.6
2020-07-21,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,831.47
2020-07-22,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,831.42
2020-07-23,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,831.4
2020-07-24,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,831.32
2020-07-25,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,831.24
2020-07-26,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,831.16
2020-07-27,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,831.08
2020-07-28,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,831.0
2020-07-29,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,830.92
2020-07-30,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,830.83
2020-07-31,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,830.74
2020-08-01,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,830.64
2020-08-02,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,830.55
2020-08-03,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,830.45
2020-08-04,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,830.35
2020-08-05,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,830.25
2020-08-06,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,830.17
2020-08-07,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,830.07
2020-08-08,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,829.97
2020-08-09,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,829.87
2020-08-10,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,829.78
2020-08-11,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,829.67
2020-08-12,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,829.55
2020-08-13,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,829.45
2020-08-14,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,829.34
2020-08-15,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,829.24
2020-08-16,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,829.13
2020-08-17,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,829.03
2020-08-18,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,828.92
2020-08-19,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,828.81
2020-08-20,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,828.7
2020-08-21,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,828.58
2020-08-22,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,828.47
2020-08-23,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,828.36
2020-08-24,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,828.25
2020-08-25,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,828.13
2020-08-26,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,828.01
2020-08-27,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,827.89
2020-08-28,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,827.77
2020-08-29,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,827.65
2020-08-30,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,827.43
2020-08-31,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,827.4
2020-09-01,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,827.28
2020-09-02,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,827.16
2020-09-03,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,827.04
2020-09-04,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,826.92
2020-09-05,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,826.79
2020-09-06,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,826.66
2020-09-07,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,826.52
2020-09-08,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,826.26
2020-09-09,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,825.84
2020-09-10,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,825.29
2020-09-11,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,824.52
2020-09-12,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,823.76
2020-09-13,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,823.0
2020-09-14,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,822.27
2020-09-15,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,821.54
2020-09-16,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,820.72
2020-09-17,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,820.0
2020-09-18,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,819.33
2020-09-19,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,818.73
2020-09-20,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,818.07
2020-09-21,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,817.38
2020-09-22,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,816.61
2020-09-23,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,815.89
2020-09-24,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,815.22
2020-09-25,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,814.54
2020-09-26,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,813.91
2020-09-27,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,813.21
2020-09-28,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,812.43
2020-09-29,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,811.63
2020-09-30,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,810.83
2020-10-01,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,810.03
2020-10-02,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,809.24
2020-10-03,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,808.42
2020-10-04,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,807.6
2020-10-05,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,806.55
2020-10-06,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,805.36
2020-10-07,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,804.08
2020-10-08,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,802.78
2020-10-09,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,801.45
2020-10-10,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,800.44
2020-10-11,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,799.37
2020-10-12,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,798.15
2020-10-13,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,796.88
2020-10-14,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,795.81
2020-10-15,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,794.49
2020-10-16,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,793.09
2020-10-17,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,791.62
2020-10-18,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,790.09
2020-10-19,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,788.51
2020-10-20,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,786.87
2020-10-21,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,785.16
2020-10-22,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,783.35
2020-10-23,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,781.45
2020-10-24,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,779.48
2020-10-25,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,777.42
2020-10-26,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,775.16
2020-10-27,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,772.93
2020-10-28,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,771.57
2020-10-29,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,770.95
2020-10-30,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,770.55
2020-10-31,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,770.13
2020-11-01,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,769.71
2020-11-02,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,769.27
2020-11-03,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,768.79
2020-11-04,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,768.31
2020-11-05,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,767.92
2020-11-06,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,768.21
2020-11-07,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,768.46
2020-11-08,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,768.58
2020-11-09,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,768.48
2020-11-10,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,768.25
2020-11-11,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,768.8
2020-11-12,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,768.9
2020-11-13,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,771.27
2020-11-14,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,772.2
2020-11-15,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,779.49
2020-11-16,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,779.95
2020-11-17,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,778.88
2020-11-18,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,778.97
2020-11-19,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,780.03
2020-11-20,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,778.96
2020-11-21,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,776.72
2020-11-22,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,773.95
2020-11-23,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,771.71
2020-11-24,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,771.07
2020-11-25,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,771.71
2020-11-26,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,771.66
2020-11-27,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,771.08
2020-11-28,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,771.34
2020-11-29,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,771.2
2020-11-30,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,771.12
2020-12-01,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,770.94
2020-12-02,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,770.6
2020-12-03,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,770.46
2020-12-04,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,770.55
2020-12-05,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,770.45
2020-12-06,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,770.75
2020-12-07,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,770.56
2020-12-08,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,770.4
2020-12-09,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,770.44
2020-12-10,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,770.51
2020-12-11,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,770.58
2020-12-12,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,770.46
2020-12-13,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,771.29
2020-12-14,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,773.13
2020-12-15,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,772.95
2020-12-16,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,772.87
2020-12-17,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,778.25
2020-12-18,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,778.19
2020-12-19,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,776.21
2020-12-20,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,782.81
2020-12-21,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,787.15
2020-12-22,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,787.68
2020-12-23,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,785.13
2020-12-24,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,781.2
2020-12-25,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,776.31
2020-12-26,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,774.31
2020-12-27,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,772.11
2020-12-28,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,769.92
2020-12-29,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,769.2
2020-12-30,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,769.85
2020-12-31,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,771.17
2021-01-01,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,772.38
2021-01-02,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,774.09
2021-01-03,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,778.97
2021-01-04,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,781.7
2021-01-05,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,782.81
2021-01-06,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,780.43
2021-01-07,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,777.68
2021-01-08,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,775.37
2021-01-09,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,773.05
2021-01-10,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,769.17
2021-01-11,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,767.81
2021-01-12,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,770.63
2021-01-13,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,782.97
2021-01-14,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,786.32
2021-01-15,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,785.9
2021-01-16,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,784.57
2021-01-17,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,782.61
2021-01-18,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,780.16
2021-01-19,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,777.25
2021-01-20,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,774.35
2021-01-21,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,772.3
2021-01-22,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,770.83
2021-01-23,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,770.98
2021-01-24,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,771.16
2021-01-25,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,771.29
2021-01-26,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,771.28
2021-01-27,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,771.28
2021-01-28,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,771.74
2021-01-29,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,772.36
2021-01-30,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,772.72
2021-01-31,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,773.14
2021-02-01,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,773.99
2021-02-02,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,775.12
2021-02-03,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,776.88
2021-02-04,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,778.07
2021-02-05,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,778.98
2021-02-06,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,780.36
2021-02-07,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,781.33
2021-02-08,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,781.97
2021-02-09,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,782.31
2021-02-10,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,782.09
2021-02-11,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,781.41
2021-02-12,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,781.16
2021-02-13,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,786.52
2021-02-14,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,790.4
2021-02-15,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,792.87
2021-02-16,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,795.0
2021-02-17,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,794.66
2021-02-18,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,793.54
2021-02-19,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,795.72
2021-02-20,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,796.81
2021-02-21,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,796.0
2021-02-22,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,794.65
2021-02-23,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,795.28
2021-02-24,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,796.5
2021-02-25,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,797.2
2021-02-26,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,797.93
2021-02-27,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,798.85
2021-02-28,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,799.61
2021-03-01,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,800.24
2021-03-02,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,800.42
2021-03-03,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,800.21
2021-03-04,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,799.7
2021-03-05,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,799.32
2021-03-06,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,799.25
2021-03-07,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,799.42
2021-03-08,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,800.01
2021-03-09,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,800.98
2021-03-10,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,801.84
2021-03-11,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,802.5
2021-03-12,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,803.03
2021-03-13,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,803.5
2021-03-14,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,804.05
2021-03-15,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,804.49
2021-03-16,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,804.97
2021-03-17,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,805.13
2021-03-18,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,805.39
2021-03-19,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,805.83
2021-03-20,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,806.26
2021-03-21,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,806.87
2021-03-22,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,807.75
2021-03-23,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,808.88
2021-03-24,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,809.48
2021-03-25,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,809.8
2021-03-26,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,810.27
2021-03-27,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,811.12
2021-03-28,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,812.21
2021-03-29,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,813.13
2021-03-30,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,813.92
2021-03-31,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,814.46
2021-04-01,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,814.91
2021-04-02,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,815.18
2021-04-03,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,815.36
2021-04-04,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,815.51
2021-04-05,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,815.59
2021-04-06,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,815.57
2021-04-07,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,815.59
2021-04-08,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,815.74
2021-04-09,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,815.89
2021-04-10,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,816.05
2021-04-11,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,816.18
2021-04-12,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,816.27
2021-04-13,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,816.34
2021-04-14,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,816.39
2021-04-15,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,816.42
2021-04-16,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,816.45
2021-04-17,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,816.52
2021-04-18,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,816.62
2021-04-19,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,816.78
2021-04-20,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,816.9
2021-04-21,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,816.99
2021-04-22,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,817.04
2021-04-23,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,817.06
2021-04-24,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,817.1
2021-04-25,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,817.15
2021-04-26,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,817.16
2021-04-27,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,817.13
2021-04-28,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,817.07
2021-04-29,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,817.02
2021-04-30,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,816.94
2021-05-01,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,817.17
2021-05-02,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,817.26
2021-05-03,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,817.28
2021-05-04,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,817.27
2021-05-05,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,817.24
2021-05-06,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,817.2
2021-05-07,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,817.17
2021-05-08,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,817.09
2021-05-09,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,816.9
2021-05-10,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,816.85
2021-05-11,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,816.7
2021-05-12,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,816.56
2021-05-13,"DORENA LAKE NEAR COTTAGE GROVE, OR",14155000,816.39
